,name,latitude,longitude,timestamp,free_bikes,empty_slots,renting,returning,ebikes
199,Baycrest Ave / Bathurst St,43.72966526118746,-79.4324727837474,2025-07-29T03:42:29.217255+00:00Z,2,16,1,1,0
200,Pharmacy Ave / Teesdale Pl,43.697356080874876,-79.28528711019696,2025-07-29T03:42:28.934468+00:00Z,17,2,1,1,0
201,Lindylou Rd / Lanyard Rd,43.74845421407306,-79.5504039969242,2025-07-29T03:42:29.067834+00:00Z,4,8,1,1,0
202,Blake St / Boultbee Ave,43.672453,-79.338259,2025-07-29T03:42:28.791151+00:00Z,14,1,1,1,0
203,Granby St / Church St - SMART,43.6614605,-79.37894570000002,2025-07-29T03:42:28.790814+00:00Z,9,15,1,1,0
204,Vaughan Rd /Wychwood Ave,43.6882821,-79.4253856,2025-07-29T03:42:28.877717+00:00Z,4,15,1,1,4
205,Spadina Ave / Sullivan St,43.65082785552666,-79.39698099821702,2025-07-29T03:42:28.934037+00:00Z,1,18,1,1,0
206,Jarvis St / Carlton St,43.66207,-79.37617,2025-07-29T03:42:28.733984+00:00Z,7,6,1,1,0
207,Mallaby Park ,43.706191092397106,-79.53262795581969,2025-07-29T03:42:28.935360+00:00Z,0,14,1,1,0
208,Bathurst St / Lennox St,43.663808,-79.410491,2025-07-29T03:42:28.789529+00:00Z,3,16,1,1,0
209,1303 Yonge St - SMART,43.6846177,-79.39245919999999,2025-07-29T03:42:28.932932+00:00Z,2,14,1,1,1
210,Palmerston Ave / Vermont Ave,43.671389,-79.416389,2025-07-29T03:42:28.788773+00:00Z,6,9,1,1,2
211,Westmoreland Ave / Fernbank Ave,43.665327,-79.43235,2025-07-29T03:42:28.790824+00:00Z,7,10,1,1,0
212,York St / Queens Quay W,43.640132,-79.380464,2025-07-29T03:42:28.734178+00:00Z,52,1,1,1,0
213,Gamble Ave / Broadview Ave,43.689211,-79.35438,2025-07-29T03:42:28.791238+00:00Z,18,3,1,1,4
214,Howard Park Ave / Dundas St W - SMART,43.6521,-79.4486,2025-07-29T03:42:28.790435+00:00Z,1,7,1,1,0
215,St. Columba Pl / St. Clair Ave E,43.70567,-79.310554,2025-07-29T03:42:28.879072+00:00Z,3,14,1,1,1
216,Bloor St W / Huron St,43.667023,-79.401805,2025-07-29T03:42:28.792266+00:00Z,0,26,1,1,0
217,Bloor St W / Gladstone Ave - SMART,43.6602021,-79.4342726,2025-07-29T03:42:28.933048+00:00Z,0,10,1,1,0
218,Greenwood Ave / Sammon Ave,43.68698672516659,-79.33478198280334,2025-07-29T03:42:28.934725+00:00Z,9,2,1,1,0
219,High Park Ave / Dundas St W,43.6653032,-79.4701178,2025-07-29T03:42:28.878740+00:00Z,3,11,1,1,0
